Zip Code,Size of adjusted gross income,Number of returns,Real estate taxes,Home mortgage interest paid ,Total charitable contributions,Taxable income,Income tax
,,,,,,,
,,-1,-69,-75,-85,-91,-133
79082,"$25,000 under $50,000",50,0,0,0,1223,129
79082,"$50,000 under $75,000",0,0,0,0,0,0
79082,"$75,000 under $100,000",30,0,0,0,2803,398
79082,"$100,000 under $200,000",0,0,0,0,0,0
79082,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79083,,950,121,165,654,40827,6529
79083,"$1 under $25,000",290,0,0,0,594,56
79083,"$25,000 under $50,000",210,0,0,0,3954,399
79083,"$50,000 under $75,000",160,52,0,224,6258,744
79083,"$75,000 under $100,000",120,0,0,0,7516,963
79083,"$100,000 under $200,000",170,69,165,430,22505,4367
79083,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79084,,930,347,311,812,31868,4828
79084,"$1 under $25,000",280,0,0,58,595,56
79084,"$25,000 under $50,000",290,0,123,0,4615,416
79084,"$50,000 under $75,000",160,160,0,128,5757,613
79084,"$75,000 under $100,000",90,0,0,186,5386,662
79084,"$100,000 under $200,000",90,187,188,440,8205,1272
79084,"$200,000 or more",20,0,0,0,7310,1809
,,,,,,,
79086,,860,288,328,866,31450,4691
79086,"$1 under $25,000",270,0,0,0,524,50
79086,"$25,000 under $50,000",260,0,0,0,4316,418
79086,"$50,000 under $75,000",130,135,154,307,4759,534
79086,"$75,000 under $100,000",80,0,0,0,5001,602
79086,"$100,000 under $200,000",120,153,174,559,16850,3087
79086,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79087,,280,37,0,400,7457,1015
79087,"$1 under $25,000",80,0,0,0,217,21
79087,"$25,000 under $50,000",110,37,0,0,1848,179
79087,"$50,000 under $75,000",60,0,0,400,2633,336
79087,"$75,000 under $100,000",0,0,0,0,0,0
79087,"$100,000 under $200,000",30,0,0,0,2759,479
79087,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79088,,1970,320,285,1498,50835,7524
79088,"$1 under $25,000",870,29,78,64,1702,153
79088,"$25,000 under $50,000",570,118,0,170,9155,859
79088,"$50,000 under $75,000",240,0,95,153,9085,1040
79088,"$75,000 under $100,000",130,52,0,204,7576,949
79088,"$100,000 under $200,000",130,121,112,907,13440,2086
79088,"$200,000 or more",30,0,0,0,9877,2437
,,,,,,,
79092,,540,333,311,789,20163,3058
79092,"$1 under $25,000",180,0,0,0,406,44
79092,"$25,000 under $50,000",140,0,135,0,2709,275
79092,"$50,000 under $75,000",90,114,0,162,3229,351
79092,"$75,000 under $100,000",50,0,0,0,3178,397
79092,"$100,000 under $200,000",80,219,176,627,10641,1991
79092,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79095,,1020,194,128,811,31928,4807
79095,"$1 under $25,000",430,0,0,135,752,60
79095,"$25,000 under $50,000",250,0,0,0,3853,380
79095,"$50,000 under $75,000",130,88,0,256,5147,602
79095,"$75,000 under $100,000",100,0,128,0,6026,747
79095,"$100,000 under $200,000",80,106,0,420,8450,1321
79095,"$200,000 or more",30,0,0,0,7700,1697
,,,,,,,
79096,,890,305,234,1223,32516,5403
79096,"$1 under $25,000",320,64,0,133,500,46
79096,"$25,000 under $50,000",220,0,0,0,3582,358
79096,"$50,000 under $75,000",150,78,0,239,5773,671
79096,"$75,000 under $100,000",80,0,0,0,4470,544
79096,"$100,000 under $200,000",100,163,234,851,9821,1628
79096,"$200,000 or more",20,0,0,0,8370,2156
,,,,,,,
79097,,500,157,187,350,21383,3092
79097,"$1 under $25,000",140,0,0,0,409,40
79097,"$25,000 under $50,000",110,65,0,0,2135,229
79097,"$50,000 under $75,000",90,0,0,0,3377,395
79097,"$75,000 under $100,000",50,0,0,0,3140,405
79097,"$100,000 under $200,000",110,92,187,350,12322,2023
79097,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79098,,190,79,0,173,5115,713
79098,"$1 under $25,000",80,0,0,0,130,9
79098,"$25,000 under $50,000",40,0,0,173,538,57
79098,"$50,000 under $75,000",30,79,0,0,1100,121
79098,"$75,000 under $100,000",20,0,0,0,1193,158
79098,"$100,000 under $200,000",20,0,0,0,2154,368
79098,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79101,,1080,514,340,1353,33497,6124
79101,"$1 under $25,000",580,68,0,0,1414,131
79101,"$25,000 under $50,000",260,0,0,192,4719,486
79101,"$50,000 under $75,000",100,59,0,224,4118,590
79101,"$75,000 under $100,000",50,0,0,0,3090,450
79101,"$100,000 under $200,000",50,116,340,379,4889,812
79101,"$200,000 or more",40,271,0,558,15267,3655
,,,,,,,
79102,,4200,1527,1742,2457,106579,16608
79102,"$1 under $25,000",1880,82,135,70,5028,464
79102,"$25,000 under $50,000",1290,212,243,243,22640,2350
79102,"$50,000 under $75,000",520,212,293,349,20034,2381
79102,"$75,000 under $100,000",220,254,342,402,13349,1797
79102,"$100,000 under $200,000",230,452,475,736,23417,3893
79102,"$200,000 or more",60,315,254,657,22111,5723
,,,,,,,
79103,,4520,552,950,1040,83474,9882
79103,"$1 under $25,000",2050,58,111,101,4914,424
79103,"$25,000 under $50,000",1410,151,236,253,23143,2203
79103,"$50,000 under $75,000",610,150,274,296,23237,2712
79103,"$75,000 under $100,000",290,111,207,208,16880,2131
79103,"$100,000 under $200,000",160,82,122,182,15300,2412
79103,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79104,,2900,136,208,252,35197,3826
79104,"$1 under $25,000",1610,0,0,0,3605,329
79104,"$25,000 under $50,000",900,76,72,177,13309,1165
79104,"$50,000 under $75,000",270,0,136,0,9797,1115
79104,"$75,000 under $100,000",70,60,0,75,4362,549
79104,"$100,000 under $200,000",50,0,0,0,4124,668
79104,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79106,,11850,6497,6533,12807,353296,56615
79106,"$1 under $25,000",5050,354,213,411,13248,1201
79106,"$25,000 under $50,000",3330,975,961,1121,61128,6411
79106,"$50,000 under $75,000",1480,945,1208,1440,58816,7325
79106,"$75,000 under $100,000",880,930,1182,1602,53716,7102
79106,"$100,000 under $200,000",900,1925,2017,3713,91741,15078
79106,"$200,000 or more",210,1368,952,4520,74647,19498
,,,,,,,
79107,,13040,635,963,2124,152718,16556
79107,"$1 under $25,000",7080,87,125,200,14449,1252
79107,"$25,000 under $50,000",4330,221,301,976,62662,5714
79107,"$50,000 under $75,000",1140,140,294,360,40434,4377
79107,"$75,000 under $100,000",340,96,121,235,20104,2645
79107,"$100,000 under $200,000",150,91,122,353,15069,2568
79107,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79108,,5160,1631,2390,2781,146142,21206
79108,"$1 under $25,000",2020,96,117,103,4970,458
79108,"$25,000 under $50,000",1380,233,424,397,23333,2419
79108,"$50,000 under $75,000",750,302,493,380,29252,3548
79108,"$75,000 under $100,000",510,369,533,582,30730,4042
79108,"$100,000 under $200,000",460,631,823,921,46352,7619
79108,"$200,000 or more",40,0,0,398,11505,3120
,,,,,,,
79109,,20000,16878,18129,32793,921084,178405
79109,"$1 under $25,000",7120,741,647,748,20780,1897
79109,"$25,000 under $50,000",4760,1725,1901,1827,91793,9738
79109,"$50,000 under $75,000",2950,2358,2873,3236,119619,15115
79109,"$75,000 under $100,000",2030,2610,3112,3511,126333,16829
79109,"$100,000 under $200,000",2560,5406,6315,9468,262907,43336
79109,"$200,000 or more",580,4038,3281,14003,299652,91490
,,,,,,,
79110,,8500,2713,3749,4589,231135,32033
79110,"$1 under $25,000",3260,165,216,184,8504,782
79110,"$25,000 under $50,000",2460,459,802,527,45550,4629
79110,"$50,000 under $75,000",1350,714,969,1001,53192,6424
79110,"$75,000 under $100,000",730,427,621,781,44543,5746
79110,"$100,000 under $200,000",650,789,1141,1622,64149,10523
79110,"$200,000 or more",50,159,0,474,15197,3929
,,,,,,,
79111,,550,0,0,0,12831,1448
79111,"$1 under $25,000",180,0,0,0,458,39
79111,"$25,000 under $50,000",180,0,0,0,3304,313
79111,"$50,000 under $75,000",120,0,0,0,4507,507
79111,"$75,000 under $100,000",50,0,0,0,2591,310
79111,"$100,000 under $200,000",20,0,0,0,1971,279
79111,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79118,,10480,8956,13675,11077,420231,68065
79118,"$1 under $25,000",3520,349,503,237,8943,816
79118,"$25,000 under $50,000",2450,877,1563,802,44683,4491
79118,"$50,000 under $75,000",1620,1447,2261,1289,63314,7594
79118,"$75,000 under $100,000",1220,1518,2678,1478,73016,9300
79118,"$100,000 under $200,000",1430,3242,5044,4072,142036,23084
79118,"$200,000 or more",240,1523,1626,3199,88239,22780
,,,,,,,
79119,,7990,19541,21173,25095,621004,128091
79119,"$1 under $25,000",2010,407,344,279,5757,535
79119,"$25,000 under $50,000",1260,978,1051,776,25000,2697
79119,"$50,000 under $75,000",1090,1776,1955,1423,43613,5606
79119,"$75,000 under $100,000",960,2180,2683,2209,57946,7742
79119,"$100,000 under $200,000",1970,8039,9590,7739,207312,34922
79119,"$200,000 or more",700,6161,5550,12669,281376,76589
,,,,,,,
79121,,3010,5677,5236,8055,219846,46505
79121,"$1 under $25,000",800,213,129,140,2107,181
79121,"$25,000 under $50,000",540,448,483,448,10505,1153
79121,"$50,000 under $75,000",410,563,614,705,16104,2093
79121,"$75,000 under $100,000",380,692,820,893,22844,3071
79121,"$100,000 under $200,000",640,1913,1893,2836,66795,11182
79121,"$200,000 or more",240,1848,1297,3033,101491,28825
,,,,,,,
79124,,4320,11122,10987,14693,357909,76898
79124,"$1 under $25,000",1210,384,196,179,3080,279
79124,"$25,000 under $50,000",670,465,513,557,12302,1289
79124,"$50,000 under $75,000",450,827,890,694,17367,2123
79124,"$75,000 under $100,000",470,1049,1102,1125,28002,3641
79124,"$100,000 under $200,000",1080,4405,4942,4774,112498,18598
79124,"$200,000 or more",440,3992,3344,7364,184660,50968
,,,,,,,
79201,,2370,436,674,1650,66467,9618
79201,"$1 under $25,000",960,0,0,0,2070,200
79201,"$25,000 under $50,000",650,66,0,233,11228,1110
79201,"$50,000 under $75,000",350,63,259,270,13713,1551
79201,"$75,000 under $100,000",200,54,0,184,12498,1623
79201,"$100,000 under $200,000",180,253,415,963,17919,2814
79201,"$200,000 or more",30,0,0,0,9039,2320
,,,,,,,
79225,,390,0,0,0,9539,1275
79225,"$1 under $25,000",160,0,0,0,282,26
79225,"$25,000 under $50,000",110,0,0,0,1685,163
79225,"$50,000 under $75,000",60,0,0,0,2207,260
79225,"$75,000 under $100,000",30,0,0,0,1948,237
79225,"$100,000 under $200,000",30,0,0,0,3417,589
79225,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79226,,1160,327,353,967,30483,4445
79226,"$1 under $25,000",550,38,55,91,967,90
79226,"$25,000 under $50,000",250,50,0,93,3869,386
79226,"$50,000 under $75,000",160,58,147,231,5955,689
79226,"$75,000 under $100,000",80,55,0,183,4920,602
79226,"$100,000 under $200,000",120,126,151,369,14772,2678
79226,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79227,,480,80,0,154,11678,1598
79227,"$1 under $25,000",220,0,0,0,451,41
79227,"$25,000 under $50,000",120,0,0,0,2248,231
79227,"$50,000 under $75,000",70,0,0,154,2732,319
79227,"$75,000 under $100,000",30,80,0,0,1758,219
79227,"$100,000 under $200,000",40,0,0,0,4489,788
79227,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79229,,120,0,0,0,3185,410
79229,"$1 under $25,000",50,0,0,0,0,0
79229,"$25,000 under $50,000",30,0,0,0,529,51
79229,"$50,000 under $75,000",20,0,0,0,841,99
79229,"$75,000 under $100,000",20,0,0,0,1815,260
79229,"$100,000 under $200,000",0,0,0,0,0,0
79229,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79235,,1420,274,211,1157,41535,6586
79235,"$1 under $25,000",620,25,0,0,1088,108
79235,"$25,000 under $50,000",400,0,103,97,6602,670
79235,"$50,000 under $75,000",170,81,0,173,6775,836
79235,"$75,000 under $100,000",90,0,0,0,5314,670
79235,"$100,000 under $200,000",110,168,108,887,12467,2045
79235,"$200,000 or more",30,0,0,0,9289,2257
,,,,,,,
79237,,160,0,0,0,2696,311
79237,"$1 under $25,000",80,0,0,0,125,0
79237,"$25,000 under $50,000",40,0,0,0,608,75
79237,"$50,000 under $75,000",40,0,0,0,1963,236
79237,"$75,000 under $100,000",0,0,0,0,0,0
79237,"$100,000 under $200,000",0,0,0,0,0,0
79237,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79241,,890,166,112,680,24072,3601
79241,"$1 under $25,000",380,0,0,0,725,63
79241,"$25,000 under $50,000",260,82,0,266,4136,397
79241,"$50,000 under $75,000",100,0,112,0,3810,429
79241,"$75,000 under $100,000",60,0,0,0,3476,402
79241,"$100,000 under $200,000",90,84,0,414,11925,2310
79241,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79244,,310,0,0,0,7471,983
79244,"$1 under $25,000",130,0,0,0,221,20
79244,"$25,000 under $50,000",90,0,0,0,1424,140
79244,"$50,000 under $75,000",40,0,0,0,1440,169
79244,"$75,000 under $100,000",20,0,0,0,1409,186
79244,"$100,000 under $200,000",30,0,0,0,2977,468
79244,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79245,,860,68,0,299,18162,2464
79245,"$1 under $25,000",460,0,0,106,726,68
79245,"$25,000 under $50,000",190,0,0,0,2836,283
79245,"$50,000 under $75,000",100,68,0,0,3863,452
79245,"$75,000 under $100,000",50,0,0,193,3314,420
79245,"$100,000 under $200,000",60,0,0,0,7423,1241
79245,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79248,,560,0,0,109,12249,1636
79248,"$1 under $25,000",270,0,0,109,434,41
79248,"$25,000 under $50,000",150,0,0,0,2327,215
79248,"$50,000 under $75,000",70,0,0,0,2853,348
79248,"$75,000 under $100,000",40,0,0,0,2392,314
79248,"$100,000 under $200,000",30,0,0,0,4243,718
79248,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79250,,550,56,0,312,14618,2111
79250,"$1 under $25,000",190,0,0,0,401,36
79250,"$25,000 under $50,000",190,0,0,0,2912,268
79250,"$50,000 under $75,000",70,0,0,0,2641,315
79250,"$75,000 under $100,000",50,56,0,312,2985,384
79250,"$100,000 under $200,000",50,0,0,0,5679,1108
79250,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79252,,1170,106,120,397,29742,4173
79252,"$1 under $25,000",510,0,0,0,977,93
79252,"$25,000 under $50,000",310,48,0,190,5404,560
79252,"$50,000 under $75,000",170,0,0,0,6912,798
79252,"$75,000 under $100,000",90,0,120,0,5325,694
79252,"$100,000 under $200,000",90,58,0,207,11124,2028
79252,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79255,,210,0,0,0,5094,634
79255,"$1 under $25,000",70,0,0,0,123,0
79255,"$25,000 under $50,000",70,0,0,0,1179,127
79255,"$50,000 under $75,000",30,0,0,0,1102,122
79255,"$75,000 under $100,000",40,0,0,0,2690,385
79255,"$100,000 under $200,000",0,0,0,0,0,0
79255,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79256,,130,0,0,0,2704,312
79256,"$1 under $25,000",60,0,0,0,135,0
79256,"$25,000 under $50,000",30,0,0,0,524,66
79256,"$50,000 under $75,000",40,0,0,0,2045,246
79256,"$75,000 under $100,000",0,0,0,0,0,0
79256,"$100,000 under $200,000",0,0,0,0,0,0
79256,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79257,,390,0,0,100,10423,1361
79257,"$1 under $25,000",140,0,0,100,262,25
79257,"$25,000 under $50,000",100,0,0,0,1552,144
79257,"$50,000 under $75,000",70,0,0,0,2438,273
79257,"$75,000 under $100,000",40,0,0,0,2358,294
79257,"$100,000 under $200,000",40,0,0,0,3813,625
79257,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79261,,180,0,0,0,3036,361
79261,"$1 under $25,000",90,0,0,0,250,25
79261,"$25,000 under $50,000",50,0,0,0,590,161
79261,"$50,000 under $75,000",20,0,0,0,781,0
79261,"$75,000 under $100,000",20,0,0,0,1415,175
79261,"$100,000 under $200,000",0,0,0,0,0,0
79261,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79311,,1340,661,784,1365,40012,5809
79311,"$1 under $25,000",520,0,0,0,1204,112
79311,"$25,000 under $50,000",350,93,0,172,5607,522
79311,"$50,000 under $75,000",190,94,216,153,6806,766
79311,"$75,000 under $100,000",130,108,141,298,7985,987
79311,"$100,000 under $200,000",130,366,427,742,12532,1973
79311,"$200,000 or more",20,0,0,0,5878,1449
,,,,,,,
79312,,370,0,0,53,6528,719
79312,"$1 under $25,000",160,0,0,53,254,25
79312,"$25,000 under $50,000",130,0,0,0,1744,168
79312,"$50,000 under $75,000",40,0,0,0,1377,147
79312,"$75,000 under $100,000",40,0,0,0,3153,379
79312,"$100,000 under $200,000",0,0,0,0,0,0
79312,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79313,,590,128,174,275,15130,2014
79313,"$1 under $25,000",230,53,0,47,526,51
79313,"$25,000 under $50,000",170,0,0,0,2782,266
79313,"$50,000 under $75,000",90,0,0,0,3267,374
79313,"$75,000 under $100,000",40,75,174,228,2314,296
79313,"$100,000 under $200,000",60,0,0,0,6241,1027
79313,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79316,,4040,1339,1280,3148,102816,14886
79316,"$1 under $25,000",1790,60,0,78,3425,301
79316,"$25,000 under $50,000",1140,152,186,358,18088,1710
79316,"$50,000 under $75,000",480,205,165,454,18490,2184
79316,"$75,000 under $100,000",300,236,225,411,17941,2244
79316,"$100,000 under $200,000",290,505,704,1272,30356,4957
79316,"$200,000 or more",40,181,0,575,14516,3490
,,,,,,,
79322,,780,150,133,439,19968,2980
79322,"$1 under $25,000",350,0,0,0,745,64
79322,"$25,000 under $50,000",240,79,133,174,4145,426
79322,"$50,000 under $75,000",90,0,0,0,3577,431
79322,"$75,000 under $100,000",40,0,0,0,2459,319
79322,"$100,000 under $200,000",60,71,0,265,9042,1740
79322,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79323,,2780,1025,1502,2577,104939,16418
79323,"$1 under $25,000",850,0,0,0,1693,160
79323,"$25,000 under $50,000",680,99,129,328,10574,1006
79323,"$50,000 under $75,000",510,168,273,478,17393,1874
79323,"$75,000 under $100,000",290,145,247,284,17279,2214
79323,"$100,000 under $200,000",390,401,611,831,40235,6751
79323,"$200,000 or more",60,212,242,656,17765,4413
,,,,,,,
79325,,860,289,547,1117,29247,4551
79325,"$1 under $25,000",280,0,0,120,589,54
79325,"$25,000 under $50,000",250,0,0,0,4019,387
79325,"$50,000 under $75,000",140,110,222,172,4876,520
79325,"$75,000 under $100,000",90,0,0,178,5240,656
79325,"$100,000 under $200,000",100,179,325,647,14523,2934
79325,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79329,,1450,1097,1281,1979,62025,10510
79329,"$1 under $25,000",490,0,124,0,1228,112
79329,"$25,000 under $50,000",370,98,0,169,6362,615
79329,"$50,000 under $75,000",220,168,165,134,8401,929
79329,"$75,000 under $100,000",120,159,206,105,7536,930
79329,"$100,000 under $200,000",200,456,620,680,20647,3227
79329,"$200,000 or more",50,216,166,891,17851,4697
,,,,,,,
79331,,4350,1426,1121,3652,147335,24288
79331,"$1 under $25,000",1780,101,0,121,3414,311
79331,"$25,000 under $50,000",1120,146,189,322,19311,1905
79331,"$50,000 under $75,000",580,173,127,292,22670,2655
79331,"$75,000 under $100,000",350,138,127,338,22083,2975
79331,"$100,000 under $200,000",390,478,389,1084,40148,6700
79331,"$200,000 or more",130,390,289,1495,39709,9742
,,,,,,,
79336,,6620,3527,3177,5298,226927,37092
79336,"$1 under $25,000",2640,244,178,216,5955,547
79336,"$25,000 under $50,000",1610,295,260,433,27178,2656
79336,"$50,000 under $75,000",910,448,490,606,34416,4034
79336,"$75,000 under $100,000",610,593,677,800,36802,4759
79336,"$100,000 under $200,000",710,1261,1260,1920,73526,12183
79336,"$200,000 or more",140,686,312,1323,49050,12913
,,,,,,,
79339,,2760,528,542,1218,72288,10161
79339,"$1 under $25,000",1270,0,0,59,2503,236
79339,"$25,000 under $50,000",750,107,183,182,12079,1158
79339,"$50,000 under $75,000",360,78,0,174,13350,1512
79339,"$75,000 under $100,000",170,90,117,178,10580,1377
79339,"$100,000 under $200,000",170,253,242,625,17859,2953
79339,"$200,000 or more",40,0,0,0,15917,2925
,,,,,,,
79342,,140,0,0,0,5312,848
79342,"$1 under $25,000",50,0,0,0,0,0
79342,"$25,000 under $50,000",40,0,0,0,758,76
79342,"$50,000 under $75,000",30,0,0,0,1416,159
79342,"$75,000 under $100,000",0,0,0,0,0,0
79342,"$100,000 under $200,000",20,0,0,0,3138,613
79342,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79343,,590,117,128,267,13538,1842
79343,"$1 under $25,000",240,0,0,0,514,48
79343,"$25,000 under $50,000",190,0,0,104,3142,307
79343,"$50,000 under $75,000",80,117,128,0,3322,397
79343,"$75,000 under $100,000",50,0,0,163,2803,387
79343,"$100,000 under $200,000",30,0,0,0,3757,703
79343,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79345,,370,0,0,106,9374,1167
79345,"$1 under $25,000",140,0,0,0,335,32
79345,"$25,000 under $50,000",130,0,0,106,2008,185
79345,"$50,000 under $75,000",40,0,0,0,1613,183
79345,"$75,000 under $100,000",30,0,0,0,1666,216
79345,"$100,000 under $200,000",30,0,0,0,3752,551
79345,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79346,,800,94,86,332,22544,3529
79346,"$1 under $25,000",320,0,0,0,557,51
79346,"$25,000 under $50,000",250,0,86,97,3856,380
79346,"$50,000 under $75,000",100,0,0,0,3630,410
79346,"$75,000 under $100,000",60,94,0,235,3641,477
79346,"$100,000 under $200,000",70,0,0,0,10860,2211
79346,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79347,,2710,723,658,1852,70828,10785
79347,"$1 under $25,000",1180,0,0,48,2249,203
79347,"$25,000 under $50,000",860,146,152,339,12382,1103
79347,"$50,000 under $75,000",290,135,0,155,10662,1160
79347,"$75,000 under $100,000",160,0,101,194,9977,1310
79347,"$100,000 under $200,000",180,218,405,682,18101,2882
79347,"$200,000 or more",40,224,0,434,17457,4127
,,,,,,,
79350,,340,0,0,0,7953,1126
79350,"$1 under $25,000",150,0,0,0,337,32
79350,"$25,000 under $50,000",100,0,0,0,1602,154
79350,"$50,000 under $75,000",40,0,0,0,1479,188
79350,"$75,000 under $100,000",20,0,0,0,1336,165
79350,"$100,000 under $200,000",30,0,0,0,3199,587
79350,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79351,,530,89,136,358,18913,3074
79351,"$1 under $25,000",190,0,0,118,393,38
79351,"$25,000 under $50,000",160,0,136,0,2718,265
79351,"$50,000 under $75,000",70,0,0,0,2921,346
79351,"$75,000 under $100,000",40,89,0,0,2177,289
79351,"$100,000 under $200,000",70,0,0,240,10704,2136
79351,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79355,,790,265,334,1170,28096,4177
79355,"$1 under $25,000",250,0,124,122,540,52
79355,"$25,000 under $50,000",210,0,0,0,3161,303
79355,"$50,000 under $75,000",140,87,0,253,5118,556
79355,"$75,000 under $100,000",80,0,0,0,4566,572
