"ZIP
code [1]",Size of adjusted gross income,Number of returns,Real estate taxes,Mortgage interest paid,Total Charitable Contributions,Taxable income,Income tax
,,,,,,,
,,-1,-60,-64,-66,-68,-100
77560,"$25,000 under $50,000",110,89,0,192,1797,174
77560,"$50,000 under $75,000",50,0,0,0,1757,202
77560,"$75,000 under $100,000",50,0,202,0,2692,345
77560,"$100,000 under $200,000",70,83,0,158,8340,1478
77560,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77562,,4970,2255,3507,4016,179297,28517
77562,"$1 under $25,000",1790,85,111,77,4445,395
77562,"$25,000 under $50,000",1180,232,543,404,21291,2099
77562,"$50,000 under $75,000",820,341,612,643,32202,4021
77562,"$75,000 under $100,000",460,342,599,583,28964,4015
77562,"$100,000 under $200,000",630,856,1303,1562,66140,11411
77562,"$200,000 or more",90,399,339,747,26255,6576
,,,,,,,
77563,,4370,3367,4812,2717,152097,25593
77563,"$1 under $25,000",1810,141,251,104,3901,341
77563,"$25,000 under $50,000",1020,392,536,416,19402,2012
77563,"$50,000 under $75,000",540,448,593,402,21824,2882
77563,"$75,000 under $100,000",370,521,836,492,23237,3417
77563,"$100,000 under $200,000",530,1266,1847,895,56102,9963
77563,"$200,000 or more",100,599,749,408,27631,6978
,,,,,,,
77564,,660,159,307,330,22666,3273
77564,"$1 under $25,000",230,0,0,0,539,51
77564,"$25,000 under $50,000",160,0,0,0,2886,303
77564,"$50,000 under $75,000",110,64,150,157,4244,503
77564,"$75,000 under $100,000",70,0,0,0,4437,591
77564,"$100,000 under $200,000",90,95,157,173,10560,1825
77564,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77565,,3690,7201,8744,4827,290201,63647
77565,"$1 under $25,000",1060,215,334,87,2743,239
77565,"$25,000 under $50,000",750,416,604,334,15503,1709
77565,"$50,000 under $75,000",560,488,770,373,23640,3225
77565,"$75,000 under $100,000",350,581,862,336,22504,3372
77565,"$100,000 under $200,000",640,2261,3080,1215,68960,12405
77565,"$200,000 or more",330,3240,3094,2482,156851,42697
,,,,,,,
77566,,13770,15224,19254,23920,835165,160802
77566,"$1 under $25,000",4060,312,508,299,10874,964
77566,"$25,000 under $50,000",2580,842,1280,1089,50321,5188
77566,"$50,000 under $75,000",1820,1281,1891,1647,75149,9655
77566,"$75,000 under $100,000",1640,1934,2929,2448,103390,14380
77566,"$100,000 under $200,000",2860,6389,8550,10023,309006,53265
77566,"$200,000 or more",810,4466,4096,8414,286425,77350
,,,,,,,
77568,,7190,3962,6172,4789,191162,29436
77568,"$1 under $25,000",3200,213,393,230,6897,581
77568,"$25,000 under $50,000",1870,633,1149,940,34071,3393
77568,"$50,000 under $75,000",970,839,1327,973,39153,5101
77568,"$75,000 under $100,000",510,741,1076,855,31346,4454
77568,"$100,000 under $200,000",580,1273,1991,1503,59095,10283
77568,"$200,000 or more",60,263,236,288,20600,5624
,,,,,,,
77571,,16450,12008,19080,15653,703260,116735
77571,"$1 under $25,000",5310,387,702,358,13453,1176
77571,"$25,000 under $50,000",3590,1163,2003,1210,69772,7201
77571,"$50,000 under $75,000",2590,1942,3243,1990,105426,13417
77571,"$75,000 under $100,000",1870,2086,3671,2337,116400,16081
77571,"$100,000 under $200,000",2770,4994,7927,6292,286691,49281
77571,"$200,000 or more",320,1436,1534,3466,111518,29579
,,,,,,,
77573,,35140,74380,98591,55176,2330302,440896
77573,"$1 under $25,000",9140,1527,2135,746,23666,2092
77573,"$25,000 under $50,000",5770,3952,5464,2618,115106,11994
77573,"$50,000 under $75,000",4640,7246,10028,4649,187278,23801
77573,"$75,000 under $100,000",4040,9517,13413,5706,250209,34484
77573,"$100,000 under $200,000",8950,34862,47204,23928,963407,167464
77573,"$200,000 or more",2600,17276,20347,17529,790636,201061
,,,,,,,
77575,,5860,3013,3824,5936,228360,33613
77575,"$1 under $25,000",2220,134,170,318,4265,361
77575,"$25,000 under $50,000",1420,338,393,949,24572,2398
77575,"$50,000 under $75,000",870,406,521,874,33709,3992
77575,"$75,000 under $100,000",540,503,710,760,33457,4513
77575,"$100,000 under $200,000",690,1157,1609,1692,72250,12267
77575,"$200,000 or more",120,475,421,1343,60107,10082
,,,,,,,
77577,,570,348,559,347,19741,3070
77577,"$1 under $25,000",200,0,0,0,380,32
77577,"$25,000 under $50,000",130,113,0,0,2235,231
77577,"$50,000 under $75,000",100,0,233,188,3933,483
77577,"$75,000 under $100,000",50,60,0,0,2830,392
77577,"$100,000 under $200,000",90,175,326,159,10363,1932
77577,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77578,,7310,15641,20383,12507,482847,96868
77578,"$1 under $25,000",1960,386,633,198,4854,413
77578,"$25,000 under $50,000",1320,1063,1273,779,25031,2570
77578,"$50,000 under $75,000",1060,1744,2417,1349,42546,5349
77578,"$75,000 under $100,000",880,2523,3407,1745,52707,7135
77578,"$100,000 under $200,000",1590,6514,8964,4950,170519,29417
77578,"$200,000 or more",500,3411,3689,3486,187190,51984
,,,,,,,
77581,,20160,39025,45413,34578,1193303,225300
77581,"$1 under $25,000",5650,1122,1426,560,14377,1275
77581,"$25,000 under $50,000",3890,2668,3165,1999,75298,7708
77581,"$50,000 under $75,000",2800,4456,5703,3128,112943,14455
77581,"$75,000 under $100,000",2310,5656,6987,4212,141939,19610
77581,"$100,000 under $200,000",4360,17268,20736,14344,459995,79112
77581,"$200,000 or more",1150,7855,7396,10335,388751,103140
,,,,,,,
77583,,9560,12341,18762,11603,352936,58311
77583,"$1 under $25,000",3420,413,570,208,7184,600
77583,"$25,000 under $50,000",2340,1469,2327,1266,38599,3543
77583,"$50,000 under $75,000",1370,2154,3350,1615,51857,6076
77583,"$75,000 under $100,000",910,2308,3480,1875,54143,7258
77583,"$100,000 under $200,000",1290,4750,7086,4415,129933,21960
77583,"$200,000 or more",230,1247,1949,2224,71220,18874
,,,,,,,
77584,,33730,79829,97531,65018,2251016,432394
77584,"$1 under $25,000",8210,1733,2138,965,20558,1707
77584,"$25,000 under $50,000",5840,4665,6247,3850,112267,11238
77584,"$50,000 under $75,000",4620,8535,10656,5979,186345,23714
77584,"$75,000 under $100,000",4120,11991,15591,8548,250400,34942
77584,"$100,000 under $200,000",8330,35776,44807,27704,878730,152447
77584,"$200,000 or more",2610,17129,18092,17972,802716,208346
,,,,,,,
77585,,340,58,131,226,11502,1677
77585,"$1 under $25,000",110,0,0,0,173,16
77585,"$25,000 under $50,000",80,0,0,0,1286,125
77585,"$50,000 under $75,000",60,0,131,0,2201,248
77585,"$75,000 under $100,000",50,58,0,226,2809,394
77585,"$100,000 under $200,000",40,0,0,0,5033,894
77585,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77586,,10920,20759,25634,17692,841448,176988
77586,"$1 under $25,000",3040,454,646,198,8645,781
77586,"$25,000 under $50,000",1970,1056,1552,765,41437,4532
77586,"$50,000 under $75,000",1420,1625,2285,1186,60529,8286
77586,"$75,000 under $100,000",1080,1809,2872,1337,68692,10066
77586,"$100,000 under $200,000",2440,8560,11002,6343,267200,47352
77586,"$200,000 or more",970,7255,7277,7863,394945,105971
,,,,,,,
77587,,6760,1255,1646,1461,112873,13855
77587,"$1 under $25,000",3410,89,147,84,6637,559
77587,"$25,000 under $50,000",2050,258,392,394,31454,2762
77587,"$50,000 under $75,000",790,349,440,421,29072,3230
77587,"$75,000 under $100,000",320,233,357,325,18660,2431
77587,"$100,000 under $200,000",190,326,310,237,27050,4873
77587,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77590,,13320,3883,6747,7011,357413,55045
77590,"$1 under $25,000",6260,185,446,221,13474,1147
77590,"$25,000 under $50,000",3260,512,969,1070,59273,5860
77590,"$50,000 under $75,000",1620,683,1300,1383,64846,8130
77590,"$75,000 under $100,000",900,639,1098,1102,56748,8084
77590,"$100,000 under $200,000",1120,1304,2325,2137,120754,21220
77590,"$200,000 or more",160,560,609,1098,42318,10604
,,,,,,,
77591,,6630,2824,5325,4652,152427,22177
77591,"$1 under $25,000",3110,178,408,201,6934,579
77591,"$25,000 under $50,000",1810,598,1152,922,32793,3213
77591,"$50,000 under $75,000",830,577,1154,1179,33263,4269
77591,"$75,000 under $100,000",420,591,1101,852,25462,3621
77591,"$100,000 under $200,000",420,741,1335,1156,41949,7242
77591,"$200,000 or more",40,139,175,342,12026,3253
,,,,,,,
77597,,350,285,470,279,16429,2511
77597,"$1 under $25,000",100,0,0,0,243,19
77597,"$25,000 under $50,000",70,0,0,0,1302,129
77597,"$50,000 under $75,000",60,110,168,111,2302,294
77597,"$75,000 under $100,000",40,0,0,0,2109,304
77597,"$100,000 under $200,000",80,175,302,168,10473,1765
77597,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77598,,11000,3995,5851,5437,325026,51331
77598,"$1 under $25,000",4360,204,275,241,13957,1166
77598,"$25,000 under $50,000",3380,522,840,795,69474,7395
77598,"$50,000 under $75,000",1600,675,1219,1114,67321,9162
77598,"$75,000 under $100,000",780,608,1019,894,50370,7578
77598,"$100,000 under $200,000",760,1376,1870,1795,79904,14352
77598,"$200,000 or more",120,610,628,598,44000,11678
,,,,,,,
77611,,4260,2665,3856,3518,182471,30044
77611,"$1 under $25,000",1410,103,0,107,3449,326
77611,"$25,000 under $50,000",900,268,451,299,17030,1738
77611,"$50,000 under $75,000",640,399,625,449,26293,3304
77611,"$75,000 under $100,000",520,479,820,604,32120,4267
77611,"$100,000 under $200,000",720,1110,1616,1559,75014,12747
77611,"$200,000 or more",70,306,344,500,28565,7662
,,,,,,,
77612,,3540,1537,2625,3393,140294,23148
77612,"$1 under $25,000",1190,44,0,87,2421,226
77612,"$25,000 under $50,000",770,149,266,267,13979,1413
77612,"$50,000 under $75,000",580,201,384,329,22886,2743
77612,"$75,000 under $100,000",430,320,600,545,26191,3496
77612,"$100,000 under $200,000",510,650,1161,1279,50361,8286
77612,"$200,000 or more",60,173,214,886,24456,6984
,,,,,,,
77616,,480,110,183,209,16693,2299
77616,"$1 under $25,000",160,0,0,0,326,32
77616,"$25,000 under $50,000",110,42,0,84,1830,178
77616,"$50,000 under $75,000",90,0,0,0,3709,408
77616,"$75,000 under $100,000",40,0,0,0,2668,366
77616,"$100,000 under $200,000",80,68,183,125,8160,1315
77616,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77619,,7290,2891,4082,4719,243704,35732
77619,"$1 under $25,000",2630,144,216,171,6573,583
77619,"$25,000 under $50,000",1750,359,520,561,33210,3396
77619,"$50,000 under $75,000",1210,527,774,912,47712,5663
77619,"$75,000 under $100,000",740,486,712,729,45788,6069
77619,"$100,000 under $200,000",880,1085,1551,2035,89916,15114
77619,"$200,000 or more",80,290,309,311,20505,4907
,,,,,,,
77622,,730,411,745,702,30962,4838
77622,"$1 under $25,000",230,46,0,68,590,53
77622,"$25,000 under $50,000",150,0,0,0,2778,288
77622,"$50,000 under $75,000",110,65,183,112,4327,520
77622,"$75,000 under $100,000",100,77,151,140,6345,864
77622,"$100,000 under $200,000",140,223,411,382,16922,3113
77622,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77624,,350,88,178,93,9249,1326
77624,"$1 under $25,000",140,0,0,0,238,22
77624,"$25,000 under $50,000",100,0,0,0,1311,123
77624,"$50,000 under $75,000",50,88,178,93,2079,269
77624,"$75,000 under $100,000",30,0,0,0,1923,239
77624,"$100,000 under $200,000",30,0,0,0,3698,673
77624,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77625,,3630,1256,2429,3103,131021,20725
77625,"$1 under $25,000",1310,93,97,93,2854,262
77625,"$25,000 under $50,000",830,113,221,249,14700,1504
77625,"$50,000 under $75,000",600,207,530,512,23704,2900
77625,"$75,000 under $100,000",400,198,360,402,24838,3264
77625,"$100,000 under $200,000",420,458,992,1148,42968,7235
77625,"$200,000 or more",70,187,229,699,21957,5560
,,,,,,,
77627,,10690,7621,9707,10994,490764,88202
77627,"$1 under $25,000",3590,272,285,308,9298,855
77627,"$25,000 under $50,000",2440,820,944,924,47874,5066
77627,"$50,000 under $75,000",1570,990,1485,1129,63649,8078
77627,"$75,000 under $100,000",1140,1109,1496,1368,70718,9470
77627,"$100,000 under $200,000",1690,3250,4493,4151,179381,30766
77627,"$200,000 or more",260,1180,1004,3114,119844,33967
,,,,,,,
77630,,11200,5314,8329,10068,374231,59810
77630,"$1 under $25,000",4840,157,208,233,10094,891
77630,"$25,000 under $50,000",2520,443,739,1194,45754,4634
77630,"$50,000 under $75,000",1350,669,1063,1428,53626,6544
77630,"$75,000 under $100,000",900,712,1291,1464,55810,7784
77630,"$100,000 under $200,000",1360,2376,3996,3865,141496,24122
77630,"$200,000 or more",230,957,1032,1884,67451,15835
,,,,,,,
77632,,9050,5530,8666,9617,399631,65559
77632,"$1 under $25,000",3030,134,188,203,7466,665
77632,"$25,000 under $50,000",1750,390,637,766,32627,3353
77632,"$50,000 under $75,000",1320,669,1088,1124,52946,6394
77632,"$75,000 under $100,000",1110,985,1605,1522,69772,9427
77632,"$100,000 under $200,000",1610,2474,3974,4217,166714,28164
77632,"$200,000 or more",230,878,1174,1785,70106,17556
,,,,,,,
77640,,6850,1730,2439,4666,148143,21630
77640,"$1 under $25,000",3460,80,102,208,6849,584
77640,"$25,000 under $50,000",1760,270,459,931,31345,3105
77640,"$50,000 under $75,000",840,409,478,1042,32673,4091
77640,"$75,000 under $100,000",370,297,463,774,23302,3477
77640,"$100,000 under $200,000",370,558,937,1315,36467,6179
77640,"$200,000 or more",50,116,0,396,17507,4194
,,,,,,,
77642,,15160,4447,5603,9495,318903,43733
77642,"$1 under $25,000",7300,209,327,392,13230,1101
77642,"$25,000 under $50,000",3940,691,920,1772,63697,5816
77642,"$50,000 under $75,000",2070,836,988,1844,74563,8201
77642,"$75,000 under $100,000",890,758,958,1547,53041,7053
77642,"$100,000 under $200,000",840,1404,1778,2709,84683,14551
77642,"$200,000 or more",120,549,632,1231,29689,7011
,,,,,,,
77651,,6040,5766,6521,7007,301918,53102
77651,"$1 under $25,000",1900,191,170,147,4899,429
77651,"$25,000 under $50,000",1210,424,498,515,23698,2496
77651,"$50,000 under $75,000",860,583,666,769,34875,4350
77651,"$75,000 under $100,000",730,875,948,1108,45751,6141
77651,"$100,000 under $200,000",1150,2569,3377,2909,122344,20866
77651,"$200,000 or more",190,1124,862,1559,70351,18820
,,,,,,,
77655,,150,0,0,0,5152,777
77655,"$1 under $25,000",50,0,0,0,190,0
77655,"$25,000 under $50,000",40,0,0,0,824,97
77655,"$50,000 under $75,000",40,0,0,0,1750,254
77655,"$75,000 under $100,000",0,0,0,0,0,0
77655,"$100,000 under $200,000",20,0,0,0,2388,426
77655,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77656,,7040,2361,4300,6593,221194,33722
77656,"$1 under $25,000",2810,85,172,189,6101,548
77656,"$25,000 under $50,000",1700,340,617,852,28763,2850
77656,"$50,000 under $75,000",1020,378,677,1008,39997,4744
77656,"$75,000 under $100,000",680,415,865,1131,41479,5506
77656,"$100,000 under $200,000",720,831,1612,2277,71845,11892
77656,"$200,000 or more",110,312,357,1136,33009,8182
,,,,,,,
77657,,8960,8157,13510,12687,432934,73649
77657,"$1 under $25,000",2880,282,392,247,7285,668
77657,"$25,000 under $50,000",1720,554,937,714,32245,3278
77657,"$50,000 under $75,000",1320,979,1584,1296,52265,6292
77657,"$75,000 under $100,000",1060,1233,2285,1791,65115,8491
77657,"$100,000 under $200,000",1670,3586,6294,4652,171261,28689
77657,"$200,000 or more",310,1523,2018,3987,104763,26231
,,,,,,,
77659,,2180,2012,2706,2979,117152,21689
77659,"$1 under $25,000",690,64,0,69,1546,134
77659,"$25,000 under $50,000",380,119,185,159,6962,733
77659,"$50,000 under $75,000",320,201,302,278,12915,1542
77659,"$75,000 under $100,000",260,307,447,354,15878,2122
77659,"$100,000 under $200,000",430,861,1350,1143,45591,7766
77659,"$200,000 or more",100,460,422,976,34260,9392
,,,,,,,
77660,,630,112,218,384,18220,2476
77660,"$1 under $25,000",230,0,0,0,418,39
77660,"$25,000 under $50,000",160,0,0,0,2609,256
77660,"$50,000 under $75,000",100,55,0,219,4013,475
77660,"$75,000 under $100,000",70,0,0,0,4098,513
77660,"$100,000 under $200,000",70,57,218,165,7082,1193
77660,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77662,,10430,3627,5873,7363,323769,47649
77662,"$1 under $25,000",4150,169,231,315,9348,840
77662,"$25,000 under $50,000",2470,473,694,833,43666,4388
77662,"$50,000 under $75,000",1550,568,1021,928,60363,6958
77662,"$75,000 under $100,000",1020,607,1083,1151,63460,8454
77662,"$100,000 under $200,000",1130,1466,2472,2845,112628,18736
77662,"$200,000 or more",110,344,372,1291,34304,8273
,,,,,,,
77664,,1090,294,476,651,33560,4604
77664,"$1 under $25,000",400,51,0,0,714,61
77664,"$25,000 under $50,000",280,0,0,94,4968,497
77664,"$50,000 under $75,000",170,70,151,124,6611,756
77664,"$75,000 under $100,000",110,54,131,151,6694,841
77664,"$100,000 under $200,000",130,119,194,282,14573,2449
77664,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77665,,2870,1079,2109,2512,110663,19271
77665,"$1 under $25,000",1100,0,0,0,2438,222
77665,"$25,000 under $50,000",680,141,278,290,11709,1126
77665,"$50,000 under $75,000",400,142,303,238,15835,1926
77665,"$75,000 under $100,000",260,192,375,385,15669,2059
77665,"$100,000 under $200,000",360,425,754,935,36790,6191
77665,"$200,000 or more",70,179,399,664,28222,7747
,,,,,,,
77701,,5600,824,1170,2461,75445,11317
77701,"$1 under $25,000",3500,30,0,161,6506,560
77701,"$25,000 under $50,000",1390,153,360,522,21004,1953
77701,"$50,000 under $75,000",470,131,222,440,17336,2015
77701,"$75,000 under $100,000",130,95,139,289,7531,1024
77701,"$100,000 under $200,000",80,102,449,254,8351,1474
77701,"$200,000 or more",30,313,0,795,14717,4291
,,,,,,,
77702,,1320,956,980,1440,50156,10960
77702,"$1 under $25,000",630,0,0,0,1470,126
77702,"$25,000 under $50,000",340,134,126,218,5860,592
77702,"$50,000 under $75,000",130,98,166,82,5152,660
77702,"$75,000 under $100,000",90,100,164,210,5282,757
77702,"$100,000 under $200,000",90,234,524,307,9133,1599
77702,"$200,000 or more",40,390,0,623,23259,7226
,,,,,,,
77703,,5580,521,784,2211,62173,7828
77703,"$1 under $25,000",3640,53,94,178,6047,489
77703,"$25,000 under $50,000",1310,110,203,598,20161,1874
77703,"$50,000 under $75,000",380,158,232,615,14519,1816
77703,"$75,000 under $100,000",150,86,127,354,9633,1386
77703,"$100,000 under $200,000",100,114,128,466,11813,2263
77703,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
77705,,11180,4955,7434,9055,301225,48227
77705,"$1 under $25,000",5560,143,261,328,10639,877
77705,"$25,000 under $50,000",2600,623,839,1464,45154,4417
77705,"$50,000 under $75,000",1130,658,918,1529,45032,5688
77705,"$75,000 under $100,000",750,705,1201,1287,46582,6518
77705,"$100,000 under $200,000",980,2125,3281,3219,101870,17513
77705,"$200,000 or more",160,701,934,1228,51948,13214
,,,,,,,
77706,,13360,23297,20809,33709,985243,222518
77706,"$1 under $25,000",4300,632,554,533,11158,951
77706,"$25,000 under $50,000",2830,1430,1505,1617,56595,5988
77706,"$50,000 under $75,000",1780,1992,2253,2182,73667,9843
77706,"$75,000 under $100,000",1280,2073,2648,2776,78981,11116
77706,"$100,000 under $200,000",2140,7122,7094,8495,227838,39350
77706,"$200,000 or more",1030,10048,6755,18106,537004,155270
,,,,,,,
77707,,7700,6637,8384,12863,313935,57180
77707,"$1 under $25,000",3030,218,345,321,6810,604
77707,"$25,000 under $50,000",1910,807,1206,1351,34251,3442
77707,"$50,000 under $75,000",1020,807,1358,1731,40067,4952
77707,"$75,000 under $100,000",690,973,1304,1298,42262,5863
77707,"$100,000 under $200,000",810,2126,2753,3296,83818,14441
77707,"$200,000 or more",240,1706,1418,4866,106727,27878
,,,,,,,
77708,,5400,2771,3932,6188,128571,18863
77708,"$1 under $25,000",2660,175,227,309,5427,452
77708,"$25,000 under $50,000",1310,430,640,1007,22263,2156
77708,"$50,000 under $75,000",610,579,890,1131,23885,3004
77708,"$75,000 under $100,000",380,440,676,1091,23327,3224
77708,"$100,000 under $200,000",400,916,1365,2219,40376,6871
77708,"$200,000 or more",40,231,134,431,13293,3156
,,,,,,,
77713,,5940,5870,8361,9140,300319,57615
